lat,lon,elev,dist,elev_diff,slope,time_diff,pace,energy_cost,adjusted_pace,weather_adjusted_pace,temp,humidity,ml_predicted_pace
46.281247,3.459556,292.25,55.60710499382238,0.75,0.013487485098951304,18.602,334.52559708092286,3.871321321933132,359.73779908660794,367.2922928674267,20.419999999999998,61.25999999999999,370.98846
46.281044,3.459287,293.0,30.64263061447828,0.75,0.024475705413021357,10.874,354.8650942149257,4.10436831321195,404.58251337797617,413.07874615891365,20.419999999999998,61.25999999999999,416.53275
46.280674,3.458938,294.25,49.16730172134754,1.25,0.0254234004356044,18.037,366.8494989255972,4.1249597082106675,420.3442783459336,429.1715081911982,20.419999999999998,61.25999999999999,429.28787
46.280104,3.458397,295.75,75.8855741005901,1.5,0.019766602780281736,27.882,367.42161247987696,4.003200439107468,408.57287789361595,417.15290832938183,20.419999999999998,61.25999999999999,417.13068
46.279494,3.457818,295.0,81.21263028423111,-0.75,-0.009235016737853718,29.125,358.626483319986,3.4238997659436947,341.08364786125287,348.24640446633913,20.419999999999998,61.25999999999999,293.1718
46.27926,3.457616,295.0,30.33272485036558,0.0,0.0,9.577,315.73160826283544,3.6,315.73160826283544,322.3619720363549,20.419999999999998,61.25999999999999,332.33093
46.278814,3.457322,293.75,54.55852522733573,-1.25,-0.022911176480512826,17.825,326.7133766121129,3.178047340980787,288.4196049458277,294.47641664969007,20.419999999999998,61.25999999999999,341.22345
46.277188,3.4563,288.0,197.347919706906,-5.75,-0.02913635982856922,57.209,289.88904511871596,3.072192163851867,247.38745911117206,252.58259575250665,20.419999999999998,61.25999999999999,250.50859
46.276883,3.456038,287.25,39.485906705557824,-0.75,-0.01899411872678193,11.171,282.91106706250787,3.2466110168606694,255.13949642137382,260.49742584622265,20.419999999999998,61.25999999999999,263.73212
46.276767,3.455875,287.0,18.000963346617493,-0.25,-0.01388814560566153,5.417,300.928338983474,3.3382263107050623,279.04636078650134,284.90633436301783,20.419999999999998,61.25999999999999,287.7022
46.276664,3.455644,286.75,21.150968138307178,-0.25,-0.011819789920028162,6.471,305.94344229000893,3.376053423371082,286.9115015836438,292.9366431169003,20.419999999999998,61.25999999999999,292.9061
46.276541,3.455294,286.25,30.210604915520992,-0.5,-0.01655047958815019,9.163,303.30408893244044,3.2901418945521272,277.19819160710733,283.0193536308566,20.419999999999998,61.25999999999999,304.0508
46.27634,3.455092,286.25,27.24357472827255,0.0,0.0,8.514,312.5140545952081,3.6,312.5140545952081,319.07684974170746,20.419999999999998,61.25999999999999,332.33093
46.275466,3.45451,287.25,107.1041682874547,1.0,0.009336704779930883,34.992,326.7099736593414,3.7860664393472296,343.59601851990277,350.8115349088207,20.419999999999998,61.25999999999999,351.44424
46.275228,3.454388,287.5,28.107860012524355,0.25,0.00889430927465145,9.607,341.7905168063059,3.777071117160482,358.60196920790344,366.13261056126936,20.419999999999998,61.25999999999999,383.93292
46.274649,3.454124,289.5,67.57918281708191,2.0,0.0295949124660688,23.059,341.21454327754026,4.2165108870897745,399.64856571197595,408.0411855919274,20.419999999999998,61.25999999999999,408.42776
46.274381,3.453978,290.5,31.878614259740022,1.0,0.031368992135361255,11.941,374.57713508834877,4.255893900291409,442.82237344753736,452.1216432899356,20.419999999999998,61.25999999999999,408.42776
46.274132,3.453587,290.25,40.90788844329211,-0.25,-0.006111290743998151,14.051,343.4789849756721,3.4825688763085845,332.27478409509433,339.2525545610913,20.419999999999998,61.25999999999999,338.81088
46.274131,3.453586,290.25,0.13532391981340022,0.0,0.0,0.042,310.3664160623954,3.6,310.3664160623954,316.88411079970564,20.419999999999998,61.25999999999999,332.33093
46.273294,3.452274,290.0,137.3792509332702,-0.25,-0.0018197799034545146,43.517,316.7654482345205,3.564667879517383,313.6565607395893,320.2433485151206,20.419999999999998,61.25999999999999,320.21173
46.272245,3.450521,287.25,178.41330685367416,-2.75,-0.01541364850243718,57.759,323.737063219007,3.3105905468982724,297.71135032595913,303.96328868280426,20.419999999999998,61.25999999999999,297.2956
46.271143,3.448986,285.5,170.29551184906433,-1.75,-0.010276254382740593,51.379,301.70495653190227,3.4045490163218393,285.32480916114196,291.3166301535259,20.419999999999998,61.25999999999999,293.1718
46.270809,3.448497,286.0,52.89896849507286,0.5,0.009451980146769238,16.397,309.9682369331503,3.7884132564241884,326.1910494077723,333.0410614453355,20.419999999999998,61.25999999999999,335.6374
46.270655,3.448154,286.0,31.47256965755821,0.0,0.0,10.587,336.38816643170117,3.6,336.38816643170117,343.45231792676685,20.419999999999998,61.25999999999999,332.33093
46.270469,3.447593,286.25,47.877761834858326,0.25,0.00522163088705585,15.889,331.86597265772156,3.7030780050483374,341.36821777021714,348.53695034339165,20.419999999999998,61.25999999999999,349.37494
46.270441,3.447402,286.0,15.0243616275308,-0.25,-0.016639642082489373,4.908,326.6694533634314,3.288543377048535,298.40740759510487,304.67396315460206,20.419999999999998,61.25999999999999,304.0508
46.270433,3.44679,283.5,47.10194149787875,-2.5,-0.05307636841493229,12.186,258.71545020174597,2.7016101538344968,194.15230200525,198.22950034736022,20.419999999999998,61.25999999999999,197.70932
46.270366,3.446292,282.5,39.04030884726013,-1.0,-0.025614551460449848,10.295,263.70180728533114,3.1316068124612406,229.3917711536345,234.20899834786078,20.419999999999998,61.25999999999999,239.66475
46.27031,3.446084,282.5,17.176818978240032,0.0,0.0,5.111,297.55218393316744,3.6,297.55218393316744,303.80077979576396,20.419999999999998,61.25999999999999,332.33093
46.270227,3.445961,282.25,13.226987964268854,-0.25,-0.018900750546938235,4.143,313.22323806386044,3.248263611233042,282.61990177650614,288.55491971381275,20.419999999999998,61.25999999999999,288.24515
46.269451,3.44538,282.0,97.2680072600326,-0.25,-0.002570218173912615,30.474,313.29931452725214,3.5501873382453812,308.9642387543355,315.4524877681765,20.419999999999998,61.25999999999999,315.61707
46.269409,3.445348,282.0,5.28424175380727,0.0,0.0,1.696,320.9542785922011,3.6,320.9542785922011,327.69431844263727,20.419999999999998,61.25999999999999,332.33093
46.269385,3.445281,282.0,5.806865739949938,0.0,0.0,1.852,318.93280866796255,3.6,318.93280866796255,325.63039764998973,20.419999999999998,61.25999999999999,332.33093
46.26924,3.444865,281.75,35.85120986195966,-0.25,-0.006973265364337547,11.439,319.0687300106288,3.466287337033521,307.2177495775583,313.669322318687,20.419999999999998,61.25999999999999,313.91418
46.269204,3.444799,281.75,6.469509529667841,0.0,0.0,2.071,320.1170027654832,3.6,320.1170027654832,326.83945982355834,20.419999999999998,61.25999999999999,332.33093
46.26915,3.444701,281.75,9.643977530403788,0.0,0.0,3.109,322.37735832528716,3.6,322.37735832528716,329.1472828501182,20.419999999999998,61.25999999999999,332.33093
46.268832,3.444502,281.75,38.569884064803574,0.0,0.0,12.601,326.70567479094063,3.6,326.70567479094063,333.56649396155035,20.419999999999998,61.25999999999999,332.33093
46.268507,3.444281,281.75,39.976645980814894,0.0,0.0,13.061,326.71575314917806,3.6,326.71575314917806,333.57678396531077,20.419999999999998,61.25999999999999,332.33093
46.268359,3.444203,281.75,17.534626348583107,0.0,0.0,5.728,326.6679247181593,3.6,326.6679247181593,333.5279511372406,20.419999999999998,61.25999999999999,332.33093
46.268182,3.444177,281.75,19.80487383106527,0.0,0.0,6.47,326.68726169067395,3.6,326.68726169067395,333.5476941861781,20.419999999999998,61.25999999999999,332.33093
46.267898,3.444198,281.25,31.65601116623386,-0.5,-0.01579478846448377,9.968,314.88490282794845,3.303720908273884,288.96995477013434,295.03832382030714,20.419999999999998,61.25999999999999,297.2956
46.267366,3.444289,281.0,59.634567759172775,-0.25,-0.004192199413762765,17.956,301.10053069409685,3.5190689930232852,294.3315392634589,300.51250158799155,20.419999999999998,61.25999999999999,300.8445
46.266208,3.444408,284.5,129.2328508667862,3.5,0.027082897084796307,41.337,319.8644905126357,4.161202531604402,369.72803546986995,377.4923242147372,20.419999999999998,61.25999999999999,380.22256
46.265714,3.444387,286.5,55.01557010530464,2.0,0.03635334499255073,20.353,369.9498153166925,4.367955214590579,448.8678402637135,458.29406490925146,20.419999999999998,61.25999999999999,510.27573
46.265565,3.4433,284.5,85.28084152846412,-2.0,-0.023451926178899882,32.72,383.67351228680207,3.1687003102538536,337.70732706093764,344.7991809292173,20.419999999999998,61.25999999999999,341.22345
46.265392,3.441684,280.5,125.84524797186968,-4.0,-0.03178506987323132,36.376,289.0534254271656,3.028321981376428,243.1519005592327,248.25809047097655,20.419999999999998,61.25999999999999,245.92021
46.265214,3.440025,280.25,129.20102720533842,-0.25,-0.0019349691361406631,35.714,276.42195091251057,3.562441767198964,273.5380842503748,279.2823840196327,20.419999999999998,61.25999999999999,326.04163
46.265004,3.438238,277.75,139.49636611565018,-2.5,-0.017921613799798643,45.134,323.5496468960448,3.265645178786051,293.49954013444386,299.66303047726717,20.419999999999998,61.25999999999999,288.24515
46.264729,3.436916,274.0,106.24462506603948,-3.75,-0.03529590318257585,31.631,297.71859028481504,2.9712587429660973,245.72193453536056,250.88209516060311,20.419999999999998,61.25999999999999,251.35652
46.264511,3.436196,270.25,60.49133177294636,-3.75,-0.06199235312053617,16.41,271.2785372554663,2.578806940792441,194.32638187844924,198.40723589789667,20.419999999999998,61.25999999999999,200.13914
46.264319,3.435502,265.75,57.52723908945993,-4.5,-0.07822381312272092,13.611,236.60096009185656,2.377075842925644,156.2273407353796,159.50811489082258,20.419999999999998,61.25999999999999,159.23598
46.263883,3.433459,258.25,164.54887624535036,-7.5,-0.04557916268487386,36.168,219.80095413153572,2.811330987243741,171.64812038214623,175.2527309101713,20.419999999999998,61.25999999999999,178.34454
46.263836,3.433193,257.25,21.129237967573168,-1.0,-0.04732778349766755,5.46,258.40969789726483,2.7852173017836455,199.92421153670745,204.1226199789783,20.419999999999998,61.25999999999999,204.14825
46.263822,3.432903,256.5,22.372596794555765,-0.75,-0.033523153654765186,5.912,264.2518458759624,2.9999168135994725,220.20376540777667,224.82804448133996,20.419999999999998,61.25999999999999,225.21228
46.26417,3.432366,256.75,56.6448888880534,0.25,0.004413460859532657,14.969,264.2603824253773,3.6869606139456494,270.6437838412726,276.32730330193925,20.419999999999998,61.25999999999999,337.0636
46.264218,3.432181,256.5,15.207064865954422,-0.25,-0.01643972733750219,4.968,326.6902616508435,3.2921285476344004,298.75176017080383,305.0255471343907,20.419999999999998,61.25999999999999,304.0508
46.264296,3.431319,253.75,66.90433069635104,-2.75,-0.04110346776326072,20.076,300.0702613873536,2.8796079238338295,240.02352844386436,245.0640225411855,20.419999999999998,61.25999999999999,243.08061
